gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,EstimatedAnnualRevenue,AverageMonthlySpend,ContractWeight,LoyaltyScore,TenureCategory,ServiceCount,RetentionScore,SupportUsageScore,InternetUsageCategory,HighValueCustomer,PremiumCustomer,CustomerValueScore,CustomerRiskScore,ActualChurn,PredictedChurnClass,PredictedChurnLabel,ChurnProbability,ChurnProbabilityPercent,ActualChurnLabel,CustomerRiskRank,RiskCategory,RetentionPriority,CustomerValueGroup,BusinessSegment,RecommendedAction,RecommendedOffer,RecommendedChannel,RecommendationReason,RecommendationPriorityScore,RecommendationRank
Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,No,6968.0,1248.0,104.0,3,76.9,Loyal Customer,6,70.2,2,High-Speed Internet,1,1,84.24,10.01,0,0,Predicted Stay,0.09049568512519775,9.05,Stayed,4446,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.13,2001
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes,25.25,303.0,25.25,1,10.7,New Customer,0,0.6,0,Standard Internet,0,0,0.15,100.0,1,1,Predicted Churn,0.6510180791619959,65.1,Churned,757,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",39.12,2002
Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.35,2896.6,No,2901.9,1024.2,85.35,1,33.8,Established Customer,3,35.4,0,High-Speed Internet,0,0,34.41,72.18,0,0,Predicted Stay,0.42245158387322057,42.25,Stayed,1876,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract, limited support-service usage",39.11,2003
Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,4359.6,1245.6,103.8,1,39.4,Established Customer,6,55.2,3,High-Speed Internet,1,1,52.85,56.91,0,0,Predicted Stay,0.2994917076714093,29.95,Stayed,2638,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",39.11,2004
Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Yes,2767.05,1006.2,83.85,1,33.1,Established Customer,4,39.8,2,High-Speed Internet,0,0,35.82,68.93,1,0,Predicted Stay,0.41278053237159107,41.28,Churned,1928,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract",39.09,2005
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,2384.1,1059.6,88.3,1,28.9,Established Customer,4,36.2,1,High-Speed Internet,0,0,31.78,71.94,1,0,Predicted Stay,0.43945793041579423,43.95,Churned,1797,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract, limited support-service usage",39.08,2006
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No,3290.25,963.0,80.25,1,38.7,Established Customer,3,39.6,1,High-Speed Internet,0,0,38.79,68.66,0,0,Predicted Stay,0.3926055989171958,39.26,Stayed,2064,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, limited support-service usage",39.07,2007
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,Yes,4220.0,1012.8,84.4,1,45.0,Loyal Customer,3,45.0,0,High-Speed Internet,1,0,46.94,64.14,1,0,Predicted Stay,0.33814029858019334,33.81,Churned,2368,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, limited support-service usage",39.06,2008
Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,Yes,2308.8,1065.6,88.8,1,28.2,Established Customer,3,30.6,0,High-Speed Internet,0,0,28.53,76.2,1,0,Predicted Stay,0.4607243174574599,46.07,Churned,1697,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract, limited support-service usage",39.06,2009
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,No,6988.8,1310.4,109.2,3,74.8,Loyal Customer,7,73.4,3,High-Speed Internet,1,1,85.96,7.77,0,0,Predicted Stay,0.07800749815839704,7.8,Stayed,4636,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.06,2010
Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,3416.85,No,3329.6,1248.6,104.05,2,42.4,Established Customer,6,49.2,2,High-Speed Internet,0,1,48.12,44.76,0,0,Predicted Stay,0.33008945545184115,33.01,Stayed,2416,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.05,2011
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,No,6148.8,1317.6,109.8,2,59.2,Loyal Customer,7,68.6,3,High-Speed Internet,1,1,74.33,28.96,0,0,Predicted Stay,0.15533590806328593,15.53,Stayed,3777,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.05,2012
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,7552.8,1258.8,104.9,2,70.4,Loyal Customer,7,78.2,4,High-Speed Internet,1,1,87.36,20.92,0,0,Predicted Stay,0.06841204032828761,6.84,Stayed,4755,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.05,2013
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,7484.4,1247.4,103.95,3,80.4,Loyal Customer,7,78.2,4,High-Speed Internet,1,1,91.27,3.75,0,0,Predicted Stay,0.04235526828749428,4.24,Stayed,5249,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.05,2014
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,No,6451.1,1248.6,104.05,3,73.4,Loyal Customer,6,67.2,2,High-Speed Internet,1,1,79.71,12.52,0,0,Predicted Stay,0.1191967148199128,11.92,Stayed,4120,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.04,2015
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No,140.8,844.8,70.4,1,11.4,New Customer,1,6.2,0,High-Speed Internet,0,0,3.62,95.75,0,1,Predicted Churn,0.626611087681394,62.66,Stayed,891,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",39.04,2016
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,No,70.1,841.2,70.1,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25,0,1,Predicted Churn,0.6309074934655483,63.09,Stayed,862,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",39.02,2017
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,No,6711.25,1365.0,113.75,3,71.3,Loyal Customer,8,75.4,4,High-Speed Internet,1,1,85.33,6.53,0,0,Predicted Stay,0.08128015922695621,8.13,Stayed,4582,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,39.01,2018
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,5755.05,1096.2,91.35,2,64.1,Loyal Customer,4,57.8,1,High-Speed Internet,1,1,66.64,36.69,0,0,Predicted Stay,0.2056728051701697,20.57,Stayed,3284,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",39.0,2019
Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,6758.4,1228.8,102.4,3,76.2,Loyal Customer,5,64.6,1,High-Speed Internet,1,1,80.22,14.26,0,0,Predicted Stay,0.11523390132474676,11.52,Stayed,4161,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",39.0,2020
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,No,5999.85,1074.6,89.55,1,56.9,Loyal Customer,4,60.2,1,High-Speed Internet,1,0,64.97,51.86,0,0,Predicted Stay,0.21671227750526126,21.67,Stayed,3209,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, limited support-service usage",38.99,2021
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,306.6,919.8,76.65,1,12.8,New Customer,2,12.4,1,High-Speed Internet,0,0,7.7,90.99,1,1,Predicted Churn,0.5984943852413499,59.85,Churned,1028,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.99,2022
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,No,7639.2,1273.2,106.1,3,80.4,Loyal Customer,7,78.2,4,High-Speed Internet,1,1,92.17,3.75,0,0,Predicted Stay,0.035356182592926375,3.54,Stayed,5415,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.99,2023
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,3185.6,1194.6,99.55,1,32.4,Established Customer,5,44.2,1,High-Speed Internet,0,1,40.47,65.68,1,0,Predicted Stay,0.3800228308410053,38.0,Churned,2132,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract, limited support-service usage",38.99,2024
Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.3,6613.65,No,6466.6,1251.6,104.3,2,63.4,Loyal Customer,6,67.2,3,High-Speed Internet,1,1,75.5,29.7,0,0,Predicted Stay,0.14629590893031735,14.63,Stayed,3866,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.98,2025
Male,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Yes,885.0,885.0,73.75,1,18.4,New Customer,2,17.2,0,High-Speed Internet,0,0,13.49,86.98,1,1,Predicted Churn,0.559738769631543,55.97,Churned,1192,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.98,2026
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6717.9,No,7078.55,1267.8,105.65,3,76.9,Loyal Customer,6,70.2,2,High-Speed Internet,1,1,84.89,10.01,0,0,Predicted Stay,0.08354380595363914,8.35,Stayed,4547,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.97,2027
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,142.6,855.6,71.3,1,11.4,New Customer,1,6.2,0,High-Speed Internet,0,0,3.64,95.75,0,1,Predicted Churn,0.6252644739031378,62.53,Stayed,904,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.97,2028
Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,No,869.0,948.0,79.0,1,17.7,New Customer,3,21.6,1,High-Speed Internet,0,0,15.59,83.73,0,1,Predicted Churn,0.5453640796141103,54.54,Stayed,1254,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, limited support-service usage",38.96,2029
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,208.65,834.6,69.55,1,12.1,New Customer,1,6.8,0,High-Speed Internet,0,0,4.32,95.25,1,1,Predicted Churn,0.6203034682798688,62.03,Churned,931,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.95,2030
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,99.4,5059.75,No,4970.0,1192.8,99.4,2,55.0,Loyal Customer,5,55.0,1,High-Speed Internet,1,1,60.63,39.47,0,0,Predicted Stay,0.24487057540339846,24.49,Stayed,3012,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",38.94,2031
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No,6602.4,1257.6,104.8,3,74.1,Loyal Customer,6,67.8,2,High-Speed Internet,1,1,80.9,12.02,0,0,Predicted Stay,0.10959537749801913,10.96,Stayed,4214,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.94,2032
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,2434.05,1081.8,90.15,1,28.9,Established Customer,4,36.2,1,High-Speed Internet,0,1,32.07,71.94,0,0,Predicted Stay,0.43526472769290786,43.53,Stayed,1813,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract, limited support-service usage",38.94,2033
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.65,604.7,Yes,557.55,955.8,79.65,1,14.9,New Customer,3,19.2,1,High-Speed Internet,0,0,12.57,85.74,1,1,Predicted Churn,0.564990261554358,56.5,Churned,1174,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, limited support-service usage",38.93,2034
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes,874.5,954.0,79.5,1,17.7,New Customer,2,16.6,0,High-Speed Internet,0,0,13.13,87.48,1,1,Predicted Churn,0.5613708383911019,56.14,Churned,1189,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.93,2035
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,2659.8,967.2,80.6,1,33.1,Established Customer,3,34.8,1,High-Speed Internet,0,0,32.7,72.68,1,0,Predicted Stay,0.43058708796191153,43.06,Churned,1840,Moderate,Monitor,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Automated email or in-app message,"high customer value, flexible month-to-month contract, limited support-service usage",38.92,2036
Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45,No,530.0,795.0,66.25,1,15.6,New Customer,3,19.8,0,Standard Internet,0,0,12.71,85.23,0,1,Predicted Churn,0.56387554645021,56.39,Stayed,1178,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, limited support-service usage",38.92,2037
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,7736.4,1289.4,107.45,3,80.4,Loyal Customer,7,78.2,3,High-Speed Internet,1,1,92.74,3.75,0,0,Predicted Stay,0.03042751299079356,3.04,Stayed,5561,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.92,2038
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,6348.1,1313.4,109.45,3,70.6,Loyal Customer,7,69.8,3,High-Speed Internet,1,1,80.41,10.78,1,0,Predicted Stay,0.11267070888015468,11.27,Churned,4185,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.92,2039
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,No,3342.95,1084.2,90.35,1,35.9,Established Customer,4,42.2,2,High-Speed Internet,0,1,40.4,66.92,0,0,Predicted Stay,0.3789756443412022,37.9,Stayed,2139,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",38.9,2040
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,70.6,847.2,70.6,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25,0,1,Predicted Churn,0.628843827558939,62.88,Stayed,875,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.89,2041
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,2907.8,1125.6,93.8,2,41.7,Established Customer,4,38.6,1,High-Speed Internet,0,1,40.35,52.76,0,0,Predicted Stay,0.37906507984234855,37.91,Stayed,2138,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",38.88,2042
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,140.7,844.2,70.35,1,11.4,New Customer,1,6.2,0,High-Speed Internet,0,0,3.62,95.75,0,1,Predicted Churn,0.6239227049575862,62.39,Stayed,912,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.88,2043
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,Yes,69.4,832.8,69.4,1,10.7,New Customer,1,5.6,0,High-Speed Internet,0,0,2.91,96.25,1,1,Predicted Churn,0.6284944198483867,62.85,Churned,879,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.87,2044
Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,2825.55,1255.8,104.65,2,38.9,Established Customer,6,46.2,2,High-Speed Internet,0,1,43.66,47.27,0,0,Predicted Stay,0.35659211312516775,35.66,Stayed,2260,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.86,2045
Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,724.95,966.6,80.55,1,16.3,New Customer,3,20.4,2,High-Speed Internet,0,0,14.15,84.73,0,1,Predicted Churn,0.5531310032964923,55.31,Stayed,1218,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,No immediate financial incentive required,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract",38.85,2046
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.15,4862.5,No,4830.95,1093.8,91.15,2,57.1,Loyal Customer,4,51.8,1,High-Speed Internet,1,1,58.22,41.71,0,0,Predicted Stay,0.2592840109376675,25.93,Stayed,2885,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",38.85,2047
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,74.7,896.4,74.7,1,10.7,New Customer,2,10.6,1,High-Speed Internet,0,0,5.44,92.5,0,1,Predicted Churn,0.6110696915723104,61.11,Stayed,975,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.84,2048
Female,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,100.25,4753.85,No,4611.5,1203.0,100.25,2,52.2,Established Customer,5,52.6,1,High-Speed Internet,1,1,57.33,41.48,0,0,Predicted Stay,0.26490491145900735,26.49,Stayed,2847,Moderate,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, limited support-service usage",38.83,2049
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,25.8,309.6,25.8,1,10.7,New Customer,0,0.6,0,Standard Internet,0,0,0.15,100.0,1,1,Predicted Churn,0.646037908990513,64.6,Churned,784,High,High Priority,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Personalized email and phone follow-up,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.82,2050
Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,1827.1,996.6,83.05,1,25.4,Developing Customer,3,28.2,0,High-Speed Internet,0,0,24.51,78.2,0,0,Predicted Stay,0.48360500589272565,48.36,Stayed,1577,Moderate,Monitor,Low Value,Standard Service,Continue standard customer management,Targeted promotional offer,Automated email or in-app message,"flexible month-to-month contract, limited support-service usage",38.82,2051
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.9,299.75,No,315.6,946.8,78.9,1,12.8,New Customer,2,12.4,0,High-Speed Internet,0,0,7.75,90.99,0,1,Predicted Churn,0.5952870406395152,59.53,Stayed,1039,High,Monitor,Low Value,Retention Opportunity,Provide cost-effective retention offer,Complimentary technical support package,Automated email or in-app message,"elevated predicted churn risk, flexible month-to-month contract, low service adoption, limited support-service usage",38.82,2052
Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,No,5429.2,1163.4,96.95,1,49.2,Loyal Customer,5,58.6,2,High-Speed Internet,1,1,60.82,53.63,0,0,Predicted Stay,0.24122130686902318,24.12,Stayed,3042,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,"high customer value, flexible month-to-month contract",38.8,2053
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,107.95,5969.85,No,6153.15,1295.4,107.95,3,69.9,Loyal Customer,6,64.2,2,High-Speed Internet,1,1,76.46,15.03,0,0,Predicted Stay,0.13687372112647264,13.69,Stayed,3952,Low,Low Priority,High Value,Maintain Relationship,Maintain loyalty and strengthen engagement,Loyalty reward or premium benefit,Standard marketing communication,high customer value,38.8,2054
